Thời gian,Bức xạ (W/m2),Nhiệt độ môi trường (°C),Nhiệt độ tấm pin (°C),Tốc độ gió (m/s)
2026-08-27 15:57:00,519.3,34.2,51.1,3.7
2026-08-27 15:58:00,518.4,34.0,50.4,4.9
2026-08-27 15:59:00,599.3,33.7,51.8,2.1
2026-08-27 16:00:00,493.8,34.1,49.8,4.1
2026-08-27 16:01:00,497.5,33.9,49.4,3.9
2026-08-27 16:02:00,469.6,33.8,48.5,3.5
2026-08-27 16:03:00,537.2,34.0,50.9,4.3
2026-08-27 16:04:00,449.5,33.9,47.7,4.2
2026-08-27 16:05:00,503.4,34.2,49.7,3.6
2026-08-27 16:06:00,446.5,33.9,47.8,4.0
2026-08-27 16:07:00,549.8,34.0,50.2,4.0
2026-08-27 16:08:00,411.0,33.9,46.5,3.3
2026-08-27 16:09:00,446.4,33.5,47.8,2.6
2026-08-27 16:10:00,463.9,33.8,48.6,3.9
2026-08-27 16:11:00,512.6,33.9,49.4,2.7
2026-08-27 16:12:00,400.0,33.8,47.0,3.2
2026-08-27 16:13:00,457.3,33.9,47.2,2.9
2026-08-27 16:14:00,425.7,33.4,47.4,2.1
2026-08-27 16:15:00,464.2,34.0,48.5,2.3
2026-08-27 16:16:00,449.5,33.7,47.5,2.2
2026-08-27 16:17:00,440.3,33.5,47.3,2.8
2026-08-27 16:18:00,432.5,33.5,47.1,3.2
2026-08-27 16:19:00,426.7,33.2,45.8,2.8
2026-08-27 16:20:00,391.0,33.5,45.4,4.7
2026-08-27 16:21:00,345.0,33.8,44.9,3.1
2026-08-27 16:22:00,409.1,33.6,45.7,4.2
2026-08-27 16:23:00,429.5,33.3,46.7,3.7
2026-08-27 16:24:00,438.3,33.3,46.4,3.5
2026-08-27 16:25:00,388.9,33.4,45.5,6.0
2026-08-27 16:26:00,441.2,33.8,48.2,4.0
2026-08-27 16:27:00,346.4,33.2,43.9,4.5
2026-08-27 16:28:00,414.2,33.4,46.1,3.4
2026-08-27 16:29:00,433.3,33.6,47.4,2.9
2026-08-27 16:30:00,387.5,33.2,45.5,2.6
2026-08-27 16:31:00,381.5,33.3,45.2,4.2
2026-08-27 16:32:00,389.8,33.2,44.8,3.3
2026-08-27 16:33:00,357.5,33.2,43.8,3.4
2026-08-27 16:34:00,431.7,33.1,47.0,3.1
2026-08-27 16:35:00,349.5,32.9,43.9,2.8
2026-08-27 16:36:00,347.7,33.1,43.8,3.8
2026-08-27 16:37:00,395.6,33.2,46.3,3.6
2026-08-27 16:38:00,365.2,33.3,44.1,3.0
2026-08-27 16:39:00,361.5,33.5,44.9,2.6
2026-08-27 16:40:00,324.8,33.2,43.4,4.1
2026-08-27 16:41:00,310.9,33.0,42.5,2.2
2026-08-27 16:42:00,340.9,32.9,44.5,2.0
2026-08-27 16:43:00,294.6,33.5,42.7,3.3
2026-08-27 16:44:00,357.6,33.2,43.9,3.6
2026-08-27 16:45:00,313.2,33.1,43.5,3.4
2026-08-27 16:46:00,299.4,33.2,43.0,3.8
2026-08-27 16:47:00,373.8,33.1,43.9,3.7
2026-08-27 16:48:00,343.8,33.0,44.1,2.1
2026-08-27 16:49:00,277.7,33.0,41.2,2.6
2026-08-27 16:50:00,271.3,32.9,40.6,1.7
2026-08-27 16:51:00,268.0,33.2,41.2,3.8
2026-08-27 16:52:00,331.6,32.8,43.4,1.7
2026-08-27 16:53:00,277.4,32.9,41.9,3.1
2026-08-27 16:54:00,322.9,32.7,42.4,3.2
2026-08-27 16:55:00,258.1,32.9,41.7,4.7
2026-08-27 16:56:00,305.8,33.0,42.9,4.6
2026-08-27 16:57:00,357.6,32.7,43.9,5.0
2026-08-27 16:58:00,275.4,33.1,41.7,2.3
2026-08-27 16:59:00,249.7,32.7,40.1,4.1
2026-08-27 17:00:00,249.3,32.8,40.0,4.6
2026-08-27 17:01:00,293.3,32.8,41.5,4.2
2026-08-27 17:02:00,228.5,32.5,38.9,2.3
2026-08-27 17:03:00,267.9,32.8,40.8,3.5
2026-08-27 17:04:00,330.3,32.7,43.7,4.1
2026-08-27 17:05:00,308.8,32.9,42.3,1.4
2026-08-27 17:06:00,282.9,32.5,40.6,2.7
2026-08-27 17:07:00,252.1,32.4,40.2,4.1
2026-08-27 17:08:00,218.2,32.6,40.1,1.9
2026-08-27 17:09:00,232.4,32.4,40.1,3.7
2026-08-27 17:10:00,153.7,32.3,37.3,2.2
2026-08-27 17:11:00,199.0,32.1,38.4,2.1
2026-08-27 17:12:00,281.1,32.0,41.3,1.9
2026-08-27 17:13:00,311.0,32.3,43.3,4.0
2026-08-27 17:14:00,208.8,32.6,38.6,4.3
2026-08-27 17:15:00,98.1,32.5,35.6,2.9
2026-08-27 17:16:00,200.8,32.6,39.8,5.2
2026-08-27 17:17:00,256.1,32.4,40.5,3.2
2026-08-27 17:18:00,232.5,32.4,39.4,5.3
2026-08-27 17:19:00,247.4,32.2,40.0,3.2
2026-08-27 17:20:00,188.9,32.5,38.5,4.2
2026-08-27 17:21:00,189.9,32.1,37.9,4.7
2026-08-27 17:22:00,154.4,32.1,36.7,3.9
2026-08-27 17:23:00,200.3,32.1,38.2,2.1
2026-08-27 17:24:00,166.8,31.9,37.6,5.0
2026-08-27 17:25:00,180.3,32.4,38.8,3.3
2026-08-27 17:26:00,181.5,32.0,37.7,4.1
2026-08-27 17:27:00,153.1,32.2,37.5,2.9
2026-08-27 17:28:00,215.3,32.4,39.6,3.0
2026-08-27 17:29:00,179.6,32.0,36.8,2.4
2026-08-27 17:30:00,145.2,31.8,35.8,4.4
2026-08-27 17:31:00,120.2,31.9,35.6,2.1
2026-08-27 17:32:00,106.6,32.2,35.0,3.9
2026-08-27 17:33:00,112.6,31.9,34.9,5.2
2026-08-27 17:34:00,122.0,31.9,35.5,3.9
2026-08-27 17:35:00,106.7,31.7,34.8,3.5
2026-08-27 17:36:00,83.3,31.6,34.5,2.2
2026-08-27 17:37:00,169.0,31.6,37.1,3.1
2026-08-27 17:38:00,110.2,31.5,35.3,4.7
2026-08-27 17:39:00,145.2,31.6,35.7,2.7
2026-08-27 17:40:00,101.8,31.7,35.7,3.5
2026-08-27 17:41:00,54.5,31.5,33.4,4.0
2026-08-27 17:42:00,47.1,31.8,33.7,3.7
2026-08-27 17:43:00,65.6,31.4,33.1,3.1
2026-08-27 17:44:00,122.2,31.5,35.7,4.2
2026-08-27 17:45:00,96.5,31.4,34.8,4.3
2026-08-27 17:46:00,124.5,31.1,34.9,1.5
2026-08-27 17:47:00,85.1,31.3,33.1,2.3
2026-08-27 17:48:00,67.0,31.4,34.2,2.6
2026-08-27 17:49:00,110.0,31.1,33.9,3.5
2026-08-27 17:50:00,101.1,31.2,34.5,3.6
2026-08-27 17:51:00,84.1,31.3,34.2,3.8
2026-08-27 17:52:00,97.9,31.4,34.1,3.8
2026-08-27 17:53:00,28.1,31.1,30.9,3.9
2026-08-27 17:54:00,55.3,31.7,33.7,2.0
2026-08-27 17:55:00,95.1,31.3,34.8,1.6
2026-08-27 17:56:00,56.7,31.0,32.9,2.7
2026-08-27 17:57:00,92.5,31.7,34.8,5.6
2026-08-27 17:58:00,79.1,30.9,33.1,4.2
2026-08-27 17:59:00,89.4,30.8,33.3,3.4
2026-08-27 18:00:00,101.0,30.6,33.7,4.4
2026-08-27 18:01:00,15.3,31.0,31.3,3.9
2026-08-27 18:02:00,129.5,31.0,34.5,3.8
2026-08-27 18:03:00,36.3,30.9,32.8,1.8
2026-08-27 18:04:00,42.3,30.8,31.2,4.8
2026-08-27 18:05:00,74.0,30.6,32.9,2.9
2026-08-27 18:06:00,33.5,30.9,31.5,4.3
2026-08-27 18:07:00,37.8,30.6,32.8,3.5
2026-08-27 18:08:00,64.9,30.5,32.5,4.6
2026-08-27 18:09:00,0.0,31.1,31.4,3.2
2026-08-27 18:10:00,46.7,30.5,31.2,3.2
2026-08-27 18:11:00,6.3,30.3,30.7,2.3
2026-08-27 18:12:00,19.7,30.5,31.2,3.4
2026-08-27 18:13:00,39.0,30.6,31.6,1.6
2026-08-27 18:14:00,0.0,31.0,30.4,2.9
2026-08-27 18:15:00,0.0,30.4,31.2,0.9
2026-08-27 18:16:00,0.0,23.9,23.9,1.5
2026-08-27 18:17:00,0.0,23.8,23.8,1.9
2026-08-27 18:18:00,0.0,23.8,23.8,1.1
2026-08-27 18:19:00,0.0,24.5,24.5,0.9
2026-08-27 18:20:00,0.0,24.0,24.0,2.1
2026-08-27 18:21:00,0.0,24.0,24.0,1.2
2026-08-27 18:22:00,0.0,23.9,23.9,2.2
2026-08-27 18:23:00,0.0,23.9,23.9,2.0
2026-08-27 18:24:00,0.0,24.4,24.4,1.9
2026-08-27 18:25:00,0.0,23.9,23.9,1.1
2026-08-27 18:26:00,0.0,24.2,24.2,2.3
2026-08-27 18:27:00,0.0,23.8,23.8,2.1
2026-08-27 18:28:00,0.0,24.0,24.0,2.1
2026-08-27 18:29:00,0.0,23.9,23.9,1.0
2026-08-27 18:30:00,0.0,24.0,24.0,3.2
2026-08-27 18:31:00,0.0,23.9,23.9,1.8
2026-08-27 18:32:00,0.0,23.9,23.9,2.2
2026-08-27 18:33:00,0.0,24.1,24.1,2.4
2026-08-27 18:34:00,0.0,24.1,24.1,3.2
2026-08-27 18:35:00,0.0,24.0,24.0,0.7
2026-08-27 18:36:00,0.0,23.9,23.9,2.2
2026-08-27 18:37:00,0.0,23.8,23.8,1.9
2026-08-27 18:38:00,0.0,23.8,23.8,2.0
2026-08-27 18:39:00,0.0,24.1,24.1,1.1
2026-08-27 18:40:00,0.0,24.0,24.0,1.1
2026-08-27 18:41:00,0.0,23.9,23.9,2.0
2026-08-27 18:42:00,0.0,23.9,23.9,3.1
2026-08-27 18:43:00,0.0,23.8,23.8,1.3
2026-08-27 18:44:00,0.0,23.6,23.6,2.3
2026-08-27 18:45:00,0.0,24.2,24.2,1.8
2026-08-27 18:46:00,0.0,24.0,24.0,1.4
2026-08-27 18:47:00,0.0,24.4,24.4,3.1
2026-08-27 18:48:00,0.0,24.1,24.1,2.3
2026-08-27 18:49:00,0.0,24.2,24.2,1.9
2026-08-27 18:50:00,0.0,24.2,24.2,1.8
2026-08-27 18:51:00,0.0,24.2,24.2,2.3
2026-08-27 18:52:00,0.0,23.7,23.7,2.3
2026-08-27 18:53:00,0.0,24.0,24.0,2.0
2026-08-27 18:54:00,0.0,23.6,23.6,1.6
2026-08-27 18:55:00,0.0,23.7,23.7,2.2
2026-08-27 18:56:00,0.0,23.9,23.9,1.9
2026-08-27 18:57:00,0.0,24.4,24.4,2.2
2026-08-27 18:58:00,0.0,24.2,24.2,1.1
2026-08-27 18:59:00,0.0,24.2,24.2,1.7
2026-08-27 19:00:00,0.0,24.0,24.0,2.1
2026-08-27 19:01:00,0.0,24.0,24.0,0.8
2026-08-27 19:02:00,0.0,24.0,24.0,1.7
2026-08-27 19:03:00,0.0,24.0,24.0,1.8
2026-08-27 19:04:00,0.0,24.2,24.2,1.6
2026-08-27 19:05:00,0.0,23.8,23.8,1.9
2026-08-27 19:06:00,0.0,24.2,24.2,1.8
2026-08-27 19:07:00,0.0,24.4,24.4,1.4
2026-08-27 19:08:00,0.0,24.1,24.1,2.3
2026-08-27 19:09:00,0.0,24.0,24.0,1.0
2026-08-27 19:10:00,0.0,24.0,24.0,2.3
2026-08-27 19:11:00,0.0,23.7,23.7,2.5
2026-08-27 19:12:00,0.0,23.7,23.7,1.2
2026-08-27 19:13:00,0.0,24.1,24.1,2.1
2026-08-27 19:14:00,0.0,23.9,23.9,1.7
2026-08-27 19:15:00,0.0,23.9,23.9,2.4
2026-08-27 19:16:00,0.0,24.1,24.1,1.7
2026-08-27 19:17:00,0.0,23.8,23.8,2.7
2026-08-27 19:18:00,0.0,23.9,23.9,2.0
2026-08-27 19:19:00,0.0,23.8,23.8,3.1
2026-08-27 19:20:00,0.0,24.1,24.1,1.6
2026-08-27 19:21:00,0.0,23.9,23.9,1.8
2026-08-27 19:22:00,0.0,24.0,24.0,2.0
2026-08-27 19:23:00,0.0,24.4,24.4,1.6
2026-08-27 19:24:00,0.0,24.1,24.1,1.8
2026-08-27 19:25:00,0.0,24.2,24.2,1.6
2026-08-27 19:26:00,0.0,24.2,24.2,2.1
2026-08-27 19:27:00,0.0,23.8,23.8,1.8
2026-08-27 19:28:00,0.0,24.0,24.0,2.1
2026-08-27 19:29:00,0.0,24.0,24.0,2.4
2026-08-27 19:30:00,0.0,24.4,24.4,1.3
2026-08-27 19:31:00,0.0,24.4,24.4,2.4
2026-08-27 19:32:00,0.0,24.0,24.0,1.4
2026-08-27 19:33:00,0.0,23.8,23.8,1.2
2026-08-27 19:34:00,0.0,24.2,24.2,1.5
2026-08-27 19:35:00,0.0,24.3,24.3,2.1
2026-08-27 19:36:00,0.0,24.1,24.1,1.5
2026-08-27 19:37:00,0.0,23.7,23.7,0.9
2026-08-27 19:38:00,0.0,24.1,24.1,2.2
2026-08-27 19:39:00,0.0,24.0,24.0,2.1
2026-08-27 19:40:00,0.0,23.9,23.9,1.8
2026-08-27 19:41:00,0.0,24.4,24.4,1.7
2026-08-27 19:42:00,0.0,24.0,24.0,2.0
2026-08-27 19:43:00,0.0,24.0,24.0,1.5
2026-08-27 19:44:00,0.0,23.7,23.7,3.1
2026-08-27 19:45:00,0.0,23.7,23.7,2.2
2026-08-27 19:46:00,0.0,23.9,23.9,1.8
2026-08-27 19:47:00,0.0,24.1,24.1,1.6
2026-08-27 19:48:00,0.0,23.8,23.8,1.9
2026-08-27 19:49:00,0.0,23.5,23.5,2.1
2026-08-27 19:50:00,0.0,24.2,24.2,1.8
2026-08-27 19:51:00,0.0,23.9,23.9,2.5
2026-08-27 19:52:00,0.0,24.1,24.1,2.2
2026-08-27 19:53:00,0.0,24.1,24.1,1.6
2026-08-27 19:54:00,0.0,24.2,24.2,2.3
2026-08-27 19:55:00,0.0,24.0,24.0,2.1
2026-08-27 19:56:00,0.0,24.3,24.3,1.9
2026-08-27 19:57:00,0.0,24.2,24.2,1.3
2026-08-27 19:58:00,0.0,23.9,23.9,1.9
2026-08-27 19:59:00,0.0,24.2,24.2,1.5
2026-08-27 20:00:00,0.0,23.8,23.8,2.4
2026-08-27 20:01:00,0.0,24.1,24.1,2.2
2026-08-27 20:02:00,0.0,23.9,23.9,1.6
2026-08-27 20:03:00,0.0,24.0,24.0,1.4
2026-08-27 20:04:00,0.0,23.9,23.9,2.2
2026-08-27 20:05:00,0.0,24.1,24.1,1.6
2026-08-27 20:06:00,0.0,24.2,24.2,2.2
2026-08-27 20:07:00,0.0,23.9,23.9,1.8
2026-08-27 20:08:00,0.0,23.6,23.6,1.3
2026-08-27 20:09:00,0.0,24.3,24.3,1.9
2026-08-27 20:10:00,0.0,24.0,24.0,2.6
2026-08-27 20:11:00,0.0,23.4,23.4,2.3
2026-08-27 20:12:00,0.0,23.8,23.8,1.4
2026-08-27 20:13:00,0.0,24.2,24.2,2.5
2026-08-27 20:14:00,0.0,24.1,24.1,2.3
2026-08-27 20:15:00,0.0,24.2,24.2,2.1
2026-08-27 20:16:00,0.0,23.9,23.9,2.4
2026-08-27 20:17:00,0.0,24.0,24.0,2.4
2026-08-27 20:18:00,0.0,24.3,24.3,2.3
2026-08-27 20:19:00,0.0,23.9,23.9,1.6
2026-08-27 20:20:00,0.0,24.2,24.2,2.1
2026-08-27 20:21:00,0.0,24.1,24.1,2.8
2026-08-27 20:22:00,0.0,24.0,24.0,1.8
2026-08-27 20:23:00,0.0,24.0,24.0,1.7
2026-08-27 20:24:00,0.0,23.8,23.8,2.2
2026-08-27 20:25:00,0.0,24.1,24.1,1.8
2026-08-27 20:26:00,0.0,24.2,24.2,1.6
2026-08-27 20:27:00,0.0,24.2,24.2,2.0
2026-08-27 20:28:00,0.0,24.0,24.0,2.4
2026-08-27 20:29:00,0.0,23.9,23.9,2.4
2026-08-27 20:30:00,0.0,24.0,24.0,2.3
2026-08-27 20:31:00,0.0,24.2,24.2,1.9
2026-08-27 20:32:00,0.0,23.9,23.9,1.3
2026-08-27 20:33:00,0.0,23.8,23.8,2.8
2026-08-27 20:34:00,0.0,24.1,24.1,1.8
2026-08-27 20:35:00,0.0,24.1,24.1,1.8
2026-08-27 20:36:00,0.0,23.8,23.8,2.5
2026-08-27 20:37:00,0.0,24.1,24.1,1.8
2026-08-27 20:38:00,0.0,24.0,24.0,2.9
2026-08-27 20:39:00,0.0,24.2,24.2,0.8
2026-08-27 20:40:00,0.0,23.7,23.7,0.5
2026-08-27 20:41:00,0.0,23.5,23.5,1.9
2026-08-27 20:42:00,0.0,23.9,23.9,1.1
2026-08-27 20:43:00,0.0,24.0,24.0,2.2
2026-08-27 20:44:00,0.0,24.2,24.2,2.6
2026-08-27 20:45:00,0.0,23.8,23.8,1.8
2026-08-27 20:46:00,0.0,23.7,23.7,2.6
2026-08-27 20:47:00,0.0,23.9,23.9,1.9
2026-08-27 20:48:00,0.0,24.2,24.2,2.2
2026-08-27 20:49:00,0.0,24.0,24.0,1.7
2026-08-27 20:50:00,0.0,24.2,24.2,1.7
2026-08-27 20:51:00,0.0,24.2,24.2,2.1
2026-08-27 20:52:00,0.0,24.3,24.3,1.7
2026-08-27 20:53:00,0.0,24.0,24.0,2.9
2026-08-27 20:54:00,0.0,23.9,23.9,2.3
2026-08-27 20:55:00,0.0,24.1,24.1,1.7
2026-08-27 20:56:00,0.0,24.1,24.1,2.3
2026-08-27 20:57:00,0.0,24.0,24.0,1.3
2026-08-27 20:58:00,0.0,24.3,24.3,1.1
2026-08-27 20:59:00,0.0,24.0,24.0,2.1
2026-08-27 21:00:00,0.0,23.9,23.9,2.4
2026-08-27 21:01:00,0.0,23.6,23.6,1.8
2026-08-27 21:02:00,0.0,23.8,23.8,1.8
2026-08-27 21:03:00,0.0,24.2,24.2,1.7
2026-08-27 21:04:00,0.0,23.7,23.7,2.3
2026-08-27 21:05:00,0.0,24.0,24.0,2.8
2026-08-27 21:06:00,0.0,24.0,24.0,2.3
2026-08-27 21:07:00,0.0,23.8,23.8,0.8
2026-08-27 21:08:00,0.0,23.7,23.7,2.6
2026-08-27 21:09:00,0.0,24.0,24.0,1.9
2026-08-27 21:10:00,0.0,23.8,23.8,1.4
2026-08-27 21:11:00,0.0,24.2,24.2,1.2
2026-08-27 21:12:00,0.0,24.0,24.0,2.1
2026-08-27 21:13:00,0.0,24.3,24.3,2.2
2026-08-27 21:14:00,0.0,23.7,23.7,2.5
2026-08-27 21:15:00,0.0,23.8,23.8,2.5
2026-08-27 21:16:00,0.0,23.7,23.7,1.9
2026-08-27 21:17:00,0.0,23.8,23.8,2.9
2026-08-27 21:18:00,0.0,24.2,24.2,1.3
2026-08-27 21:19:00,0.0,24.3,24.3,2.7
2026-08-27 21:20:00,0.0,23.8,23.8,1.5
2026-08-27 21:21:00,0.0,24.2,24.2,1.3
2026-08-27 21:22:00,0.0,24.2,24.2,1.8
2026-08-27 21:23:00,0.0,23.9,23.9,2.3
2026-08-27 21:24:00,0.0,23.9,23.9,1.5
2026-08-27 21:25:00,0.0,24.1,24.1,2.5
2026-08-27 21:26:00,0.0,24.1,24.1,2.6
2026-08-27 21:27:00,0.0,24.4,24.4,2.5
2026-08-27 21:28:00,0.0,23.8,23.8,1.8
2026-08-27 21:29:00,0.0,23.9,23.9,1.4
2026-08-27 21:30:00,0.0,24.0,24.0,1.7
2026-08-27 21:31:00,0.0,24.1,24.1,2.1
2026-08-27 21:32:00,0.0,24.0,24.0,1.8
2026-08-27 21:33:00,0.0,24.0,24.0,2.2
2026-08-27 21:34:00,0.0,23.7,23.7,1.9
2026-08-27 21:35:00,0.0,24.3,24.3,2.0
2026-08-27 21:36:00,0.0,23.9,23.9,1.4
2026-08-27 21:37:00,0.0,24.0,24.0,2.2
2026-08-27 21:38:00,0.0,23.9,23.9,2.1
2026-08-27 21:39:00,0.0,24.2,24.2,2.1
2026-08-27 21:40:00,0.0,23.9,23.9,1.9
2026-08-27 21:41:00,0.0,23.8,23.8,2.6
2026-08-27 21:42:00,0.0,23.9,23.9,1.6
2026-08-27 21:43:00,0.0,24.3,24.3,2.1
2026-08-27 21:44:00,0.0,24.0,24.0,1.6
2026-08-27 21:45:00,0.0,24.3,24.3,2.8
2026-08-27 21:46:00,0.0,23.8,23.8,2.4
2026-08-27 21:47:00,0.0,24.2,24.2,2.3
2026-08-27 21:48:00,0.0,24.0,24.0,2.2
2026-08-27 21:49:00,0.0,24.3,24.3,1.8
2026-08-27 21:50:00,0.0,23.9,23.9,2.1
2026-08-27 21:51:00,0.0,24.3,24.3,2.3
2026-08-27 21:52:00,0.0,23.9,23.9,1.7
2026-08-27 21:53:00,0.0,24.0,24.0,2.1
2026-08-27 21:54:00,0.0,24.2,24.2,2.2
2026-08-27 21:55:00,0.0,24.1,24.1,1.2
2026-08-27 21:56:00,0.0,24.1,24.1,1.8
2026-08-27 21:57:00,0.0,24.0,24.0,3.0
2026-08-27 21:58:00,0.0,23.8,23.8,2.1
2026-08-27 21:59:00,0.0,24.4,24.4,1.7
2026-08-27 22:00:00,0.0,23.9,23.9,1.8
2026-08-27 22:01:00,0.0,24.0,24.0,2.5
2026-08-27 22:02:00,0.0,23.9,23.9,2.6
2026-08-27 22:03:00,0.0,23.9,23.9,2.8
2026-08-27 22:04:00,0.0,24.3,24.3,2.5
2026-08-27 22:05:00,0.0,24.1,24.1,2.2
2026-08-27 22:06:00,0.0,24.0,24.0,1.6
2026-08-27 22:07:00,0.0,24.0,24.0,1.8
2026-08-27 22:08:00,0.0,23.7,23.7,2.3
2026-08-27 22:09:00,0.0,24.2,24.2,1.9
2026-08-27 22:10:00,0.0,24.2,24.2,2.2
2026-08-27 22:11:00,0.0,23.9,23.9,1.6
2026-08-27 22:12:00,0.0,24.0,24.0,1.9
2026-08-27 22:13:00,0.0,23.8,23.8,2.6
2026-08-27 22:14:00,0.0,24.3,24.3,1.9
2026-08-27 22:15:00,0.0,23.9,23.9,1.8
2026-08-27 22:16:00,0.0,23.9,23.9,2.7
2026-08-27 22:17:00,0.0,23.9,23.9,2.5
2026-08-27 22:18:00,0.0,23.8,23.8,1.2
2026-08-27 22:19:00,0.0,23.9,23.9,1.8
2026-08-27 22:20:00,0.0,23.7,23.7,2.1
2026-08-27 22:21:00,0.0,24.2,24.2,2.0
2026-08-27 22:22:00,0.0,23.9,23.9,2.2
2026-08-27 22:23:00,0.0,24.0,24.0,2.4
2026-08-27 22:24:00,0.0,24.1,24.1,2.3
2026-08-27 22:25:00,0.0,23.9,23.9,2.6
2026-08-27 22:26:00,0.0,23.7,23.7,2.7
2026-08-27 22:27:00,0.0,23.9,23.9,2.4
2026-08-27 22:28:00,0.0,23.9,23.9,2.4
2026-08-27 22:29:00,0.0,24.0,24.0,1.6
2026-08-27 22:30:00,0.0,23.8,23.8,1.4
2026-08-27 22:31:00,0.0,23.8,23.8,1.4
2026-08-27 22:32:00,0.0,24.3,24.3,1.8
2026-08-27 22:33:00,0.0,23.7,23.7,1.8
2026-08-27 22:34:00,0.0,24.0,24.0,2.3
2026-08-27 22:35:00,0.0,24.0,24.0,1.3
2026-08-27 22:36:00,0.0,24.2,24.2,2.2
2026-08-27 22:37:00,0.0,23.7,23.7,1.8
2026-08-27 22:38:00,0.0,24.1,24.1,2.7
2026-08-27 22:39:00,0.0,24.3,24.3,1.8
2026-08-27 22:40:00,0.0,24.0,24.0,1.5
2026-08-27 22:41:00,0.0,24.1,24.1,1.5
2026-08-27 22:42:00,0.0,24.1,24.1,1.7
2026-08-27 22:43:00,0.0,23.7,23.7,1.9
2026-08-27 22:44:00,0.0,24.2,24.2,2.3
2026-08-27 22:45:00,0.0,24.2,24.2,2.3
2026-08-27 22:46:00,0.0,23.6,23.6,2.3
2026-08-27 22:47:00,0.0,24.1,24.1,1.6
2026-08-27 22:48:00,0.0,24.0,24.0,2.0
2026-08-27 22:49:00,0.0,24.1,24.1,1.5
2026-08-27 22:50:00,0.0,23.7,23.7,1.1
2026-08-27 22:51:00,0.0,24.3,24.3,1.9
2026-08-27 22:52:00,0.0,24.5,24.5,2.4
2026-08-27 22:53:00,0.0,24.1,24.1,1.6
2026-08-27 22:54:00,0.0,24.0,24.0,1.3
2026-08-27 22:55:00,0.0,24.2,24.2,2.3
2026-08-27 22:56:00,0.0,24.1,24.1,1.2
2026-08-27 22:57:00,0.0,24.1,24.1,1.4
2026-08-27 22:58:00,0.0,24.0,24.0,1.9
2026-08-27 22:59:00,0.0,23.9,23.9,2.7
2026-08-27 23:00:00,0.0,23.7,23.7,2.3
2026-08-27 23:01:00,0.0,24.2,24.2,1.8
2026-08-27 23:02:00,0.0,24.0,24.0,2.0
2026-08-27 23:03:00,0.0,23.6,23.6,1.9
2026-08-27 23:04:00,0.0,24.1,24.1,2.4
2026-08-27 23:05:00,0.0,24.1,24.1,2.0
2026-08-27 23:06:00,0.0,24.0,24.0,1.6
2026-08-27 23:07:00,0.0,24.4,24.4,1.6
2026-08-27 23:08:00,0.0,24.0,24.0,2.2
2026-08-27 23:09:00,0.0,23.4,23.4,1.6
2026-08-27 23:10:00,0.0,23.8,23.8,1.7
2026-08-27 23:11:00,0.0,23.8,23.8,2.0
2026-08-27 23:12:00,0.0,24.1,24.1,1.8
2026-08-27 23:13:00,0.0,24.1,24.1,2.1
2026-08-27 23:14:00,0.0,24.2,24.2,2.7
2026-08-27 23:15:00,0.0,24.2,24.2,1.2
2026-08-27 23:16:00,0.0,23.9,23.9,0.9
2026-08-27 23:17:00,0.0,24.0,24.0,1.8
2026-08-27 23:18:00,0.0,23.9,23.9,2.6
2026-08-27 23:19:00,0.0,23.9,23.9,2.1
2026-08-27 23:20:00,0.0,24.2,24.2,2.5
2026-08-27 23:21:00,0.0,24.0,24.0,2.1
2026-08-27 23:22:00,0.0,23.7,23.7,1.5
2026-08-27 23:23:00,0.0,24.2,24.2,2.0
2026-08-27 23:24:00,0.0,23.9,23.9,2.6
2026-08-27 23:25:00,0.0,24.1,24.1,1.6
2026-08-27 23:26:00,0.0,23.8,23.8,1.3
2026-08-27 23:27:00,0.0,23.9,23.9,2.1
2026-08-27 23:28:00,0.0,24.1,24.1,1.6
2026-08-27 23:29:00,0.0,23.9,23.9,2.2
2026-08-27 23:30:00,0.0,24.2,24.2,2.7
2026-08-27 23:31:00,0.0,24.1,24.1,1.8
2026-08-27 23:32:00,0.0,23.7,23.7,1.9
2026-08-27 23:33:00,0.0,23.8,23.8,2.5
2026-08-27 23:34:00,0.0,24.2,24.2,1.0
2026-08-27 23:35:00,0.0,23.9,23.9,2.4
2026-08-27 23:36:00,0.0,24.0,24.0,1.2
2026-08-27 23:37:00,0.0,24.6,24.6,1.6
2026-08-27 23:38:00,0.0,24.0,24.0,2.2
2026-08-27 23:39:00,0.0,23.9,23.9,1.8
2026-08-27 23:40:00,0.0,24.1,24.1,2.7
2026-08-27 23:41:00,0.0,24.2,24.2,1.4
2026-08-27 23:42:00,0.0,24.4,24.4,3.0
2026-08-27 23:43:00,0.0,24.0,24.0,2.1
2026-08-27 23:44:00,0.0,23.9,23.9,2.4
2026-08-27 23:45:00,0.0,24.0,24.0,2.1
2026-08-27 23:46:00,0.0,24.1,24.1,1.5
2026-08-27 23:47:00,0.0,24.1,24.1,1.8
2026-08-27 23:48:00,0.0,24.1,24.1,1.9
2026-08-27 23:49:00,0.0,23.9,23.9,2.2
2026-08-27 23:50:00,0.0,24.1,24.1,2.1
2026-08-27 23:51:00,0.0,24.0,24.0,1.6
2026-08-27 23:52:00,0.0,24.3,24.3,2.1
2026-08-27 23:53:00,0.0,23.7,23.7,2.0
2026-08-27 23:54:00,0.0,23.7,23.7,2.7
2026-08-27 23:55:00,0.0,24.5,24.5,2.0
2026-08-27 23:56:00,0.0,23.9,23.9,1.5
