WEATHER STATION;PLANT;;;;STATION-02-;WEATHER STAT;ION;;;;;;;STATION-06-;WEATHER STAT;ION;;;;
26/08/26 12:06;0.000;0.000;3.911;1018.148;990.395;1076.410;34.662;70.324;0.000;66.479;263.528;3.761;1020.041;1000.058;1076.410;34.868;70.188;0.000;66.744;
26/08/26 12:07;0.000;0.000;3.34;1001.254;1019.484;1076.410;34.457;70.324;0.000;65.746;263.528;3.975;1039.303;1015.718;1076.410;34.898;70.188;0.000;67.376;
26/08/26 12:08;0.000;0.000;4.743;1020.294;1033.946;1076.410;34.568;70.324;0.000;66.452;263.528;3.084;1023.661;1013.636;1076.410;34.632;70.188;0.000;66.621;
26/08/26 12:09;0.000;0.000;4.183;1010.005;1013.894;1076.410;34.611;70.324;0.000;66.174;263.528;4.838;1021.118;1018.649;1076.410;34.379;70.188;0.000;66.289;
26/08/26 12:10;0.000;0.000;4.12;1035.157;1015.299;1076.410;34.554;70.324;0.000;66.903;263.528;3.863;1029.374;1021.579;1076.410;34.711;70.188;0.000;66.879;
26/08/26 12:11;0.000;0.000;3.958;1032.394;987.77;1076.410;34.356;70.324;0.000;66.618;263.528;4.549;1043.96;1030.769;1076.410;34.563;70.188;0.000;67.187;
26/08/26 12:12;0.000;0.000;5.851;1037.344;1009.198;1076.410;34.676;70.324;0.000;67.093;263.528;3.407;1030.119;1015.338;1076.410;34.47;70.188;0.000;66.661;
26/08/26 12:13;0.000;0.000;3.454;1031.704;1026.356;1076.410;34.707;70.324;0.000;66.948;263.528;4.221;1022.19;1026.911;1076.410;34.552;70.188;0.000;66.495;
26/08/26 12:14;0.000;0.000;3.863;1013.934;1031.986;1076.410;34.235;70.324;0.000;65.92;263.528;4.037;1019.157;1011.252;1076.410;34.52;70.188;0.000;66.369;
26/08/26 12:15;0.000;0.000;2.909;1028.704;1004.897;1076.410;34.643;70.324;0.000;66.79;263.528;4.445;1017.63;1013.68;1076.410;35.024;70.188;0.000;66.825;
26/08/26 12:16;0.000;0.000;6.133;1005.8;1031.61;1076.410;34.677;70.324;0.000;66.108;263.528;3.67;1016.75;1015.896;1076.410;34.192;70.188;0.000;65.965;
26/08/26 12:17;0.000;0.000;4.137;1029.433;1013.706;1076.410;34.457;70.324;0.000;66.627;263.528;4.501;1028.484;997.366;1076.410;34.444;70.188;0.000;66.584;
26/08/26 12:18;0.000;0.000;4.75;1025.523;1025.368;1076.410;34.806;70.324;0.000;66.854;263.528;4.378;1042.26;1021.127;1076.410;34.286;70.188;0.000;66.857;
26/08/26 12:19;0.000;0.000;4.636;1019.153;1002.488;1076.410;34.629;70.324;0.000;66.478;263.528;3.593;1016.443;1025.818;1076.410;34.325;70.188;0.000;66.089;
26/08/26 12:20;0.000;0.000;3.505;1017.222;1034.669;1076.410;34.505;70.324;0.000;66.293;263.528;5.707;1018.914;1001.216;1076.410;34.443;70.188;0.000;66.284;
26/08/26 12:21;0.000;0.000;3.148;1023.087;1018.314;1076.410;34.438;70.324;0.000;66.409;263.528;4.731;1021.044;1014.237;1076.410;34.945;70.188;0.000;66.853;
26/08/26 12:22;0.000;0.000;3.607;1002.719;1021.926;1076.410;34.773;70.324;0.000;66.108;263.528;4.344;1028.081;1030.063;1076.410;34.569;70.188;0.000;66.697;
26/08/26 12:23;0.000;0.000;4.129;1011.923;998.711;1076.410;34.369;70.324;0.000;65.992;263.528;4.528;1021.019;1012.102;1076.410;34.54;70.188;0.000;66.447;
26/08/26 12:24;0.000;0.000;6.34;1028.097;1019.709;1076.410;33.98;70.324;0.000;66.108;263.528;4.169;1019.358;1013.995;1076.410;34.291;70.188;0.000;66.146;
26/08/26 12:25;0.000;0.000;5.326;1005.635;1012.535;1076.410;34.521;70.324;0.000;65.947;263.528;4.217;1017.042;997.946;1076.410;34.577;70.188;0.000;66.36;
26/08/26 12:26;0.000;0.000;2.845;1013.603;999.428;1076.410;34.634;70.324;0.000;66.309;263.528;3.554;1018.11;993.728;1076.410;34.535;70.188;0.000;66.351;
26/08/26 12:27;0.000;0.000;5.84;1013.557;1022.289;1076.410;34.572;70.324;0.000;66.246;263.528;4.545;1021.117;1017.593;1076.410;34.317;70.188;0.000;66.227;
26/08/26 12:28;0.000;0.000;5.774;1016.264;1000.286;1076.410;34.558;70.324;0.000;66.316;263.528;4.107;1005.73;1018.643;1076.410;34.562;70.188;0.000;65.991;
26/08/26 12:29;0.000;0.000;4.82;1015.223;994.727;1076.410;34.557;70.324;0.000;66.283;263.528;4.154;1017.767;1017.899;1076.410;34.378;70.188;0.000;66.183;
26/08/26 12:30;0.000;0.000;4.95;1018.719;1003.102;1076.410;34.49;70.324;0.000;66.325;263.528;5.031;1026.169;1003.673;1076.410;34.583;70.188;0.000;66.651;
26/08/26 12:31;0.000;0.000;4.318;1013.904;988.943;1076.410;34.042;70.324;0.000;65.726;263.528;3.523;1026.574;1014.102;1076.410;34.564;70.188;0.000;66.644;
26/08/26 12:32;0.000;0.000;3.983;1010.595;997.143;1076.410;34.235;70.324;0.000;65.816;263.528;4.246;1011.621;1004.159;1076.410;34.558;70.188;0.000;66.171;
26/08/26 12:33;0.000;0.000;4.364;995.192;987.542;1076.410;34.372;70.324;0.000;65.472;263.528;5.026;1021.098;991.622;1076.410;34.413;70.188;0.000;66.322;
26/08/26 12:34;0.000;0.000;4.795;996.797;1012.831;1076.410;34.281;70.324;0.000;65.431;263.528;3.845;996.448;1013.747;1076.410;34.437;70.188;0.000;65.576;
26/08/26 12:35;0.000;0.000;3.69;1015.675;1018.104;1076.410;34.285;70.324;0.000;66.025;263.528;5.452;1016.466;1015.552;1076.410;34.578;70.188;0.000;66.343;
26/08/26 12:36;0.000;0.000;4.947;998.952;1002.363;1076.410;34.411;70.324;0.000;65.628;263.528;4.111;1002.568;1012.927;1076.410;34.733;70.188;0.000;66.063;
26/08/26 12:37;0.000;0.000;5.462;1016.897;999.713;1076.410;34.207;70.324;0.000;65.985;263.528;4.615;1003.615;1010.405;1076.410;34.621;70.188;0.000;65.984;
26/08/26 12:38;0.000;0.000;4.717;997.776;999.438;1076.410;34.213;70.324;0.000;65.394;263.528;4.005;992.613;1000.581;1076.410;34.442;70.188;0.000;65.461;
26/08/26 12:39;0.000;0.000;3.69;1011.021;1010.799;1076.410;34.663;70.324;0.000;66.257;263.528;5.198;1009.545;1006.322;1076.410;33.973;70.188;0.000;65.521;
26/08/26 12:40;0.000;0.000;4.904;1009.651;1008.041;1076.410;34.38;70.324;0.000;65.932;263.528;4.322;989.236;994.862;1076.410;34.751;70.188;0.000;65.665;
26/08/26 12:41;0.000;0.000;3.795;995.036;997.713;1076.410;34.248;70.324;0.000;65.343;263.528;4.829;1005.087;990.589;1076.410;34.526;70.188;0.000;65.935;
26/08/26 12:42;0.000;0.000;3.755;1015.316;1008.077;1076.410;34.186;70.324;0.000;65.915;263.528;4.725;1005.0;1010.651;1076.410;34.068;70.188;0.000;65.474;
26/08/26 12:43;0.000;0.000;3.357;1017.496;999.587;1076.410;34.284;70.324;0.000;66.081;263.528;4.132;1021.741;1013.782;1076.410;34.564;70.188;0.000;66.493;
26/08/26 12:44;0.000;0.000;5.073;1010.115;996.579;1076.410;34.557;70.324;0.000;66.123;263.528;4.464;1007.169;1003.426;1076.410;34.324;70.188;0.000;65.798;
26/08/26 12:45;0.000;0.000;5.514;1004.659;981.033;1076.410;34.171;70.324;0.000;65.567;263.528;3.58;1004.052;985.561;1076.410;34.286;70.188;0.000;65.663;
26/08/26 12:46;0.000;0.000;6.65;989.081;1001.326;1076.410;34.353;70.324;0.000;65.262;263.528;4.605;992.92;995.158;1076.410;34.301;70.188;0.000;65.33;
26/08/26 12:47;0.000;0.000;3.408;1005.096;1005.768;1076.410;34.212;70.324;0.000;65.621;263.528;2.37;998.352;1003.062;1076.410;34.393;70.188;0.000;65.592;
26/08/26 12:48;0.000;0.000;3.494;992.881;994.274;1076.410;34.504;70.324;0.000;65.532;263.528;5.208;1019.277;987.413;1076.410;34.327;70.188;0.000;66.179;
26/08/26 12:49;0.000;0.000;4.269;1022.494;976.211;1076.410;34.428;70.324;0.000;66.381;263.528;4.796;999.567;987.651;1076.410;34.053;70.188;0.000;65.289;
26/08/26 12:50;0.000;0.000;4.562;992.925;1005.83;1076.410;34.199;70.324;0.000;65.228;263.528;3.941;1011.948;989.894;1076.410;34.07;70.188;0.000;65.693;
26/08/26 12:51;0.000;0.000;5.77;994.331;994.329;1076.410;34.077;70.324;0.000;65.15;263.528;2.96;979.311;993.379;1076.410;34.477;70.188;0.000;65.08;
26/08/26 12:52;0.000;0.000;3.89;983.125;988.426;1076.410;34.272;70.324;0.000;64.995;263.528;3.907;1002.986;1013.881;1076.410;34.434;70.188;0.000;65.777;
26/08/26 12:53;0.000;0.000;4.817;994.092;1017.098;1076.410;34.122;70.324;0.000;65.187;263.528;4.769;983.436;977.603;1076.410;34.199;70.188;0.000;64.931;
26/08/26 12:54;0.000;0.000;6.406;988.327;980.194;1076.410;34.032;70.324;0.000;64.917;263.528;4.896;989.79;1002.22;1076.410;34.471;70.188;0.000;65.402;
26/08/26 12:55;0.000;0.000;4.769;988.676;995.571;1076.410;34.194;70.324;0.000;65.09;263.528;2.99;991.382;992.13;1076.410;34.1;70.188;0.000;65.081;
26/08/26 12:56;0.000;0.000;3.645;971.812;982.55;1076.410;34.556;70.324;0.000;64.925;263.528;6.685;995.818;998.733;1076.410;34.66;70.188;0.000;65.779;
26/08/26 12:57;0.000;0.000;5.215;972.048;975.977;1076.410;34.3;70.324;0.000;64.677;263.528;4.505;982.138;977.306;1076.410;34.023;70.188;0.000;64.715;
26/08/26 12:58;0.000;0.000;3.118;972.999;971.35;1076.410;34.352;70.324;0.000;64.758;263.528;3.972;992.711;970.296;1076.410;34.143;70.188;0.000;65.165;
26/08/26 12:59;0.000;0.000;5.701;979.44;969.833;1076.410;34.128;70.324;0.000;64.736;263.528;4.146;990.57;997.272;1076.410;34.32;70.188;0.000;65.275;
26/08/26 13:00;0.000;0.000;5.387;981.918;964.152;1076.410;34.46;70.324;0.000;65.145;263.528;4.404;993.868;962.254;1076.410;34.058;70.188;0.000;65.116;
26/08/26 13:01;0.000;0.000;4.252;985.847;969.581;1076.410;34.255;70.324;0.000;65.063;263.528;3.575;967.493;985.283;1076.410;34.06;70.188;0.000;64.294;
26/08/26 13:02;0.000;0.000;4.476;969.342;997.515;1076.410;34.273;70.324;0.000;64.565;263.528;2.643;978.857;981.031;1076.410;34.241;70.188;0.000;64.83;
26/08/26 13:03;0.000;0.000;3.569;970.583;965.038;1076.410;34.477;70.324;0.000;64.808;263.528;4.463;982.328;969.312;1076.410;34.424;70.188;0.000;65.122;
26/08/26 13:04;0.000;0.000;5.854;981.838;983.912;1076.410;34.12;70.324;0.000;64.802;263.528;4.706;992.998;966.667;1076.410;33.877;70.188;0.000;64.908;
26/08/26 13:05;0.000;0.000;5.22;988.626;991.302;1076.410;33.92;70.324;0.000;64.815;263.528;4.552;985.238;969.631;1076.410;34.323;70.188;0.000;65.112;
26/08/26 13:06;0.000;0.000;4.767;960.452;968.584;1076.410;33.841;70.324;0.000;63.855;263.528;4.317;961.386;973.146;1076.410;34.389;70.188;0.000;64.432;
26/08/26 13:07;0.000;0.000;4.689;994.918;962.492;1076.410;34.174;70.324;0.000;65.265;263.528;3.538;979.627;967.92;1076.410;34.21;70.188;0.000;64.823;
26/08/26 13:08;0.000;0.000;6.241;969.284;957.576;1076.410;34.143;70.324;0.000;64.433;263.528;3.664;974.811;992.851;1076.410;34.154;70.188;0.000;64.617;
26/08/26 13:09;0.000;0.000;4.856;971.94;970.327;1076.410;34.169;70.324;0.000;64.542;263.528;4.908;971.581;967.33;1076.410;34.26;70.188;0.000;64.622;
26/08/26 13:10;0.000;0.000;4.06;963.502;965.34;1076.410;34.222;70.324;0.000;64.331;263.528;4.434;970.79;977.401;1076.410;34.074;70.188;0.000;64.411;
26/08/26 13:11;0.000;0.000;3.298;977.681;964.323;1076.410;34.493;70.324;0.000;65.046;263.528;4.512;978.646;973.643;1076.410;34.257;70.188;0.000;64.84;
26/08/26 13:12;0.000;0.000;4.501;963.793;975.246;1076.410;33.739;70.324;0.000;63.858;263.528;2.796;981.696;985.637;1076.410;33.98;70.188;0.000;64.658;
26/08/26 13:13;0.000;0.000;3.941;952.215;962.209;1076.410;34.302;70.324;0.000;64.059;263.528;4.409;975.916;963.492;1076.410;33.765;70.188;0.000;64.262;
26/08/26 13:14;0.000;0.000;5.715;959.505;959.347;1076.410;33.851;70.324;0.000;63.836;263.528;4.165;968.84;951.745;1076.410;33.894;70.188;0.000;64.17;
26/08/26 13:15;0.000;0.000;4.268;973.344;937.162;1076.410;33.674;70.324;0.000;64.091;263.528;3.521;965.105;966.605;1076.410;33.899;70.188;0.000;64.059;
26/08/26 13:16;0.000;0.000;4.256;955.228;960.423;1076.410;34.124;70.324;0.000;63.975;263.528;3.858;961.013;973.889;1076.410;34.209;70.188;0.000;64.241;
26/08/26 13:17;0.000;0.000;3.462;956.316;958.529;1076.410;34.216;70.324;0.000;64.101;263.528;2.749;953.723;967.102;1076.410;34.196;70.188;0.000;64.0;
26/08/26 13:18;0.000;0.000;4.742;972.241;966.967;1076.410;33.85;70.324;0.000;64.233;263.528;4.75;963.04;936.8;1076.410;34.556;70.188;0.000;64.651;
26/08/26 13:19;0.000;0.000;3.712;964.914;967.801;1076.410;34.285;70.324;0.000;64.439;263.528;3.535;942.589;968.357;1076.410;33.708;70.188;0.000;63.164;
26/08/26 13:20;0.000;0.000;3.587;956.053;944.106;1076.410;33.689;70.324;0.000;63.566;263.528;4.44;958.861;961.255;1076.410;34.141;70.188;0.000;64.105;
26/08/26 13:21;0.000;0.000;3.304;957.726;953.633;1076.410;34.137;70.324;0.000;64.066;263.528;4.712;956.854;957.308;1076.410;33.832;70.188;0.000;63.734;
26/08/26 13:22;0.000;0.000;4.828;948.578;948.019;1076.410;33.902;70.324;0.000;63.545;263.528;4.849;961.759;971.723;1076.410;34.002;70.188;0.000;64.057;
26/08/26 13:23;0.000;0.000;5.362;961.483;943.848;1076.410;34.184;70.324;0.000;64.23;263.528;4.924;965.178;938.732;1076.410;33.946;70.188;0.000;64.108;
26/08/26 13:24;0.000;0.000;3.709;944.049;943.724;1076.410;33.761;70.324;0.000;63.263;263.528;5.083;946.2;936.095;1076.410;33.71;70.188;0.000;63.279;
26/08/26 13:25;0.000;0.000;3.533;930.785;945.854;1076.410;34.308;70.324;0.000;63.395;263.528;3.527;938.562;940.245;1076.410;33.874;70.188;0.000;63.204;
26/08/26 13:26;0.000;0.000;4.931;966.852;935.451;1076.410;33.895;70.324;0.000;64.109;263.528;4.566;945.096;935.544;1076.410;34.132;70.188;0.000;63.666;
26/08/26 13:27;0.000;0.000;3.713;944.962;945.944;1076.410;33.729;70.324;0.000;63.259;263.528;4.243;938.993;943.199;1076.410;34.38;70.188;0.000;63.724;
26/08/26 13:28;0.000;0.000;4.74;963.001;921.726;1076.410;33.697;70.324;0.000;63.791;263.528;3.982;954.784;955.526;1076.410;33.886;70.188;0.000;63.723;
26/08/26 13:29;0.000;0.000;5.566;937.845;926.947;1076.410;34.31;70.324;0.000;63.618;263.528;4.571;952.375;935.713;1076.410;33.657;70.188;0.000;63.419;
26/08/26 13:30;0.000;0.000;4.632;938.573;933.379;1076.410;34.105;70.324;0.000;63.435;263.528;4.608;953.96;936.453;1076.410;33.939;70.188;0.000;63.75;
26/08/26 13:31;0.000;0.000;3.747;954.068;921.789;1076.410;34.076;70.324;0.000;63.891;263.528;4.77;947.859;928.251;1076.410;33.705;70.188;0.000;63.326;
26/08/26 13:32;0.000;0.000;4.774;936.379;942.364;1076.410;33.835;70.324;0.000;63.097;263.528;3.37;943.427;935.688;1076.410;34.032;70.188;0.000;63.514;
26/08/26 13:33;0.000;0.000;3.994;943.516;934.299;1076.410;34.135;70.324;0.000;63.62;263.528;6.134;931.604;921.276;1076.410;33.734;70.188;0.000;62.847;
26/08/26 13:34;0.000;0.000;5.141;932.052;903.817;1076.410;33.915;70.324;0.000;63.042;263.528;4.647;934.274;922.524;1076.410;33.803;70.188;0.000;62.999;
26/08/26 13:35;0.000;0.000;5.177;909.561;914.934;1076.410;33.88;70.324;0.000;62.304;263.528;6.226;946.783;927.675;1076.410;33.588;70.188;0.000;63.175;
26/08/26 13:36;0.000;0.000;4.272;927.902;935.959;1076.410;33.647;70.324;0.000;62.644;263.528;5.92;915.388;929.256;1076.410;33.662;70.188;0.000;62.268;
26/08/26 13:37;0.000;0.000;5.867;916.053;925.798;1076.410;33.591;70.324;0.000;62.218;263.528;3.895;938.078;929.611;1076.410;33.832;70.188;0.000;63.147;
26/08/26 13:38;0.000;0.000;5.472;906.754;928.301;1076.410;33.951;70.324;0.000;62.287;263.528;4.447;921.188;939.961;1076.410;33.946;70.188;0.000;62.733;
26/08/26 13:39;0.000;0.000;5.102;931.582;914.83;1076.410;33.568;70.324;0.000;62.68;263.528;4.813;935.102;918.48;1076.410;33.415;70.188;0.000;62.637;
26/08/26 13:40;0.000;0.000;3.618;909.841;910.296;1076.410;33.632;70.324;0.000;62.065;263.528;3.502;937.372;908.366;1076.410;34.035;70.188;0.000;63.328;
26/08/26 13:41;0.000;0.000;2.206;906.931;917.097;1076.410;33.626;70.324;0.000;61.968;263.528;4.172;914.285;936.474;1076.410;33.972;70.188;0.000;62.543;
26/08/26 13:42;0.000;0.000;4.385;911.289;904.786;1076.410;33.747;70.324;0.000;62.225;263.528;5.258;908.626;909.96;1076.410;33.643;70.188;0.000;62.038;
26/08/26 13:43;0.000;0.000;5.694;916.659;895.207;1076.410;33.615;70.324;0.000;62.261;263.528;4.343;903.501;908.81;1076.410;33.676;70.188;0.000;61.91;
26/08/26 13:44;0.000;0.000;4.086;896.221;904.7;1076.410;33.818;70.324;0.000;61.825;263.528;2.363;907.06;916.857;1076.410;33.741;70.188;0.000;62.087;
26/08/26 13:45;0.000;0.000;5.593;899.887;923.745;1076.410;33.855;70.324;0.000;61.976;263.528;4.608;915.145;901.452;1076.410;33.409;70.188;0.000;62.007;
26/08/26 13:46;0.000;0.000;5.182;912.554;909.501;1076.410;33.642;70.324;0.000;62.159;263.528;4.288;922.231;904.662;1076.410;33.69;70.188;0.000;62.51;
26/08/26 13:47;0.000;0.000;2.921;925.441;905.777;1076.410;34.042;70.324;0.000;62.962;263.528;4.259;922.169;910.861;1076.410;33.408;70.188;0.000;62.226;
26/08/26 13:48;0.000;0.000;3.895;901.21;887.696;1076.410;33.6;70.324;0.000;61.763;263.528;3.628;892.676;889.916;1076.410;33.77;70.188;0.000;61.666;
26/08/26 13:49;0.000;0.000;2.399;882.298;917.888;1076.410;33.51;70.324;0.000;61.082;263.528;3.8;902.589;899.185;1076.410;33.582;70.188;0.000;61.788;
26/08/26 13:50;0.000;0.000;2.94;889.923;912.622;1076.410;33.54;70.324;0.000;61.35;263.528;4.599;908.312;904.995;1076.410;33.616;70.188;0.000;62.001;
26/08/26 13:51;0.000;0.000;4.797;901.037;908.078;1076.410;33.587;70.324;0.000;61.744;263.528;3.802;897.508;888.162;1076.410;33.81;70.188;0.000;61.857;
26/08/26 13:52;0.000;0.000;6.088;896.774;878.486;1076.410;33.554;70.324;0.000;61.578;263.528;3.655;900.508;914.997;1076.410;33.69;70.188;0.000;61.831;
26/08/26 13:53;0.000;0.000;4.125;906.793;876.795;1076.410;33.687;70.324;0.000;62.024;263.528;2.755;906.08;895.061;1076.410;33.53;70.188;0.000;61.845;
26/08/26 13:54;0.000;0.000;5.148;888.736;882.761;1076.410;33.358;70.324;0.000;61.131;263.528;6.141;894.091;880.418;1076.410;33.721;70.188;0.000;61.661;
26/08/26 13:55;0.000;0.000;4.439;868.033;879.601;1076.410;33.523;70.324;0.000;60.649;263.528;4.164;908.808;886.094;1076.410;33.593;70.188;0.000;61.993;
26/08/26 13:56;0.000;0.000;5.337;882.371;900.076;1076.410;33.402;70.324;0.000;60.976;263.528;4.657;901.281;887.735;1076.410;33.346;70.188;0.000;61.511;
26/08/26 13:57;0.000;0.000;4.158;891.105;871.867;1076.410;33.498;70.324;0.000;61.345;263.528;3.264;895.604;896.347;1076.410;33.686;70.188;0.000;61.674;
26/08/26 13:58;0.000;0.000;5.023;892.354;895.14;1076.410;33.487;70.324;0.000;61.373;263.528;4.007;864.626;887.487;1076.410;33.531;70.188;0.000;60.551;
26/08/26 13:59;0.000;0.000;3.708;898.432;860.672;1076.410;33.171;70.324;0.000;61.247;263.528;3.454;879.615;874.02;1076.410;33.461;70.188;0.000;60.949;
26/08/26 14:00;0.000;0.000;4.013;888.658;889.739;1076.410;33.763;70.324;0.000;61.534;263.528;3.856;881.239;879.264;1076.410;33.561;70.188;0.000;61.1;
26/08/26 14:01;0.000;0.000;3.551;861.858;855.1;1076.410;33.211;70.324;0.000;60.144;263.528;4.723;883.828;885.391;1076.410;33.707;70.188;0.000;61.327;
26/08/26 14:02;0.000;0.000;3.998;872.22;862.946;1076.410;33.434;70.324;0.000;60.691;263.528;3.842;874.796;875.003;1076.410;33.495;70.188;0.000;60.832;
26/08/26 14:03;0.000;0.000;5.178;879.857;855.034;1076.410;33.058;70.324;0.000;60.554;263.528;4.111;891.393;873.506;1076.410;33.332;70.188;0.000;61.188;
26/08/26 14:04;0.000;0.000;2.944;882.908;864.643;1076.410;33.499;70.324;0.000;61.09;263.528;3.514;861.62;872.952;1076.410;33.56;70.188;0.000;60.486;
26/08/26 14:05;0.000;0.000;4.858;871.682;865.621;1076.410;33.053;70.324;0.000;60.293;263.528;4.649;868.744;855.884;1076.410;33.514;70.188;0.000;60.662;
26/08/26 14:06;0.000;0.000;4.078;861.351;866.041;1076.410;33.095;70.324;0.000;60.012;263.528;4.73;865.981;876.839;1076.410;33.068;70.188;0.000;60.13;
26/08/26 14:07;0.000;0.000;5.501;849.144;859.603;1076.410;33.536;70.324;0.000;60.072;263.528;5.967;872.572;853.084;1076.410;33.299;70.188;0.000;60.567;
26/08/26 14:08;0.000;0.000;4.489;847.961;838.201;1076.410;33.82;70.324;0.000;60.319;263.528;3.966;864.017;854.336;1076.410;33.673;70.188;0.000;60.674;
26/08/26 14:09;0.000;0.000;5.378;858.657;843.384;1076.410;33.825;70.324;0.000;60.658;263.528;3.817;873.773;852.227;1076.410;33.339;70.188;0.000;60.644;
26/08/26 14:10;0.000;0.000;3.313;839.767;852.589;1076.410;33.602;70.324;0.000;59.845;263.528;4.97;835.736;836.816;1076.410;32.924;70.188;0.000;59.041;
26/08/26 14:11;0.000;0.000;4.158;856.124;834.836;1076.410;33.453;70.324;0.000;60.207;263.528;4.539;847.526;866.798;1076.410;33.407;70.188;0.000;59.892;
26/08/26 14:12;0.000;0.000;5.112;850.181;848.468;1076.410;32.911;70.324;0.000;59.479;263.528;3.094;850.876;846.673;1076.410;33.4;70.188;0.000;59.99;
26/08/26 14:13;0.000;0.000;4.107;838.393;834.411;1076.410;33.143;70.324;0.000;59.343;263.528;4.843;863.36;843.133;1076.410;32.85;70.188;0.000;59.83;
26/08/26 14:14;0.000;0.000;5.133;847.78;816.661;1076.410;33.234;70.324;0.000;59.727;263.528;2.804;824.359;829.348;1076.410;32.869;70.188;0.000;58.63;
26/08/26 14:15;0.000;0.000;3.731;837.991;845.06;1076.410;33.148;70.324;0.000;59.335;263.528;4.503;842.556;821.5;1076.410;33.014;70.188;0.000;59.344;
26/08/26 14:16;0.000;0.000;5.707;825.216;858.06;1076.410;32.94;70.324;0.000;58.728;263.528;4.764;851.161;831.676;1076.410;33.126;70.188;0.000;59.725;
26/08/26 14:17;0.000;0.000;3.241;843.856;829.363;1076.410;33.124;70.324;0.000;59.494;263.528;4.317;842.109;824.948;1076.410;33.178;70.188;0.000;59.494;
26/08/26 14:18;0.000;0.000;2.733;826.082;836.498;1076.410;33.13;70.324;0.000;58.945;263.528;2.593;844.669;832.295;1076.410;33.131;70.188;0.000;59.527;
26/08/26 14:19;0.000;0.000;5.301;826.994;847.534;1076.410;32.813;70.324;0.000;58.657;263.528;3.731;837.538;814.804;1076.410;33.352;70.188;0.000;59.525;
26/08/26 14:20;0.000;0.000;2.041;818.896;830.253;1076.410;32.999;70.324;0.000;58.59;263.528;3.045;836.488;822.267;1076.410;32.86;70.188;0.000;59.0;
26/08/26 14:21;0.000;0.000;3.227;819.58;827.213;1076.410;32.842;70.324;0.000;58.454;263.528;3.88;832.068;826.404;1076.410;33.041;70.188;0.000;59.043;
26/08/26 14:22;0.000;0.000;4.54;829.448;802.944;1076.410;33.102;70.324;0.000;59.022;263.528;4.918;848.475;817.723;1076.410;32.761;70.188;0.000;59.276;
26/08/26 14:23;0.000;0.000;5.909;824.979;794.498;1076.410;33.032;70.324;0.000;58.813;263.528;4.928;834.352;803.634;1076.410;32.851;70.188;0.000;58.924;
26/08/26 14:24;0.000;0.000;5.893;820.269;810.645;1076.410;33.062;70.324;0.000;58.695;263.528;4.183;835.297;826.726;1076.410;32.604;70.188;0.000;58.707;
26/08/26 14:25;0.000;0.000;3.881;831.412;822.402;1076.410;32.531;70.324;0.000;58.513;263.528;3.881;827.445;816.633;1076.410;33.008;70.188;0.000;58.866;
26/08/26 14:26;0.000;0.000;3.918;791.859;803.291;1076.410;33.245;70.324;0.000;57.991;263.528;4.784;826.243;809.374;1076.410;33.156;70.188;0.000;58.976;
26/08/26 14:27;0.000;0.000;5.797;813.948;800.472;1076.410;33.009;70.324;0.000;58.445;263.528;3.103;810.182;815.603;1076.410;32.941;70.188;0.000;58.259;
26/08/26 14:28;0.000;0.000;3.941;811.894;782.845;1076.410;33.0;70.324;0.000;58.372;263.528;4.208;819.584;786.413;1076.410;32.937;70.188;0.000;58.549;
26/08/26 14:29;0.000;0.000;6.17;797.271;800.506;1076.410;33.122;70.324;0.000;58.037;263.528;5.363;815.766;784.21;1076.410;32.948;70.188;0.000;58.441;
26/08/26 14:30;0.000;0.000;4.486;790.52;785.896;1076.410;32.836;70.324;0.000;57.54;263.528;4.221;801.041;779.377;1076.410;33.181;70.188;0.000;58.214;
26/08/26 14:31;0.000;0.000;3.249;815.015;797.247;1076.410;32.855;70.324;0.000;58.324;263.528;4.324;805.11;762.909;1076.410;33.025;70.188;0.000;58.185;
26/08/26 14:32;0.000;0.000;5.388;798.681;790.247;1076.410;32.536;70.324;0.000;57.495;263.528;3.481;769.03;794.214;1076.410;32.471;70.188;0.000;56.503;
26/08/26 14:33;0.000;0.000;2.727;803.037;798.67;1076.410;33.052;70.324;0.000;58.147;263.528;4.823;790.703;761.648;1076.410;32.74;70.188;0.000;57.449;
26/08/26 14:34;0.000;0.000;3.807;795.903;783.601;1076.410;32.825;70.324;0.000;57.697;263.528;3.147;783.637;774.734;1076.410;32.86;70.188;0.000;57.349;
26/08/26 14:35;0.000;0.000;5.257;790.087;766.373;1076.410;32.856;70.324;0.000;57.546;263.528;4.637;773.502;784.381;1076.410;32.903;70.188;0.000;57.075;
26/08/26 14:36;0.000;0.000;3.839;788.258;779.208;1076.410;32.6;70.324;0.000;57.233;263.528;3.407;800.248;771.89;1076.410;32.509;70.188;0.000;57.517;
26/08/26 14:37;0.000;0.000;4.217;784.037;787.62;1076.410;32.883;70.324;0.000;57.384;263.528;4.698;785.041;781.92;1076.410;32.807;70.188;0.000;57.34;
26/08/26 14:38;0.000;0.000;4.06;769.138;776.607;1076.410;32.751;70.324;0.000;56.787;263.528;3.197;782.627;779.168;1076.410;32.596;70.188;0.000;57.053;
26/08/26 14:39;0.000;0.000;4.538;770.944;766.593;1076.410;32.827;70.324;0.000;56.919;263.528;2.944;794.795;765.592;1076.410;32.651;70.188;0.000;57.488;
