Date,Year,Month,Day,DayOfWeek,MH_171C_MWh,MH_171DP1_MWh,MH_171DP2_MWh,MH_431_MWh,Primary_Energy_MWh,Specific_Yield_Psh
2022-09-11,2022,9,11,Sunday,259.94,260.4,261.8,263.35,259.94,5.199
2022-09-12,2022,9,12,Monday,248.35,248.78,250.2,251.69,248.35,4.967
2022-09-13,2022,9,13,Tuesday,243.77,244.21,245.55,247.02,243.77,4.875
2022-09-14,2022,9,14,Wednesday,174.89,175.21,176.06,177.12,174.89,3.498
2022-09-15,2022,9,15,Thursday,203.87,204.25,205.28,206.52,203.87,4.077
2022-09-16,2022,9,16,Friday,243.08,243.52,244.89,246.4,243.08,4.862
2022-09-17,2022,9,17,Saturday,251.94,252.39,253.86,255.46,251.94,5.039
2022-09-18,2022,9,18,Sunday,204.81,205.21,206.35,207.6,204.81,4.096
2022-09-19,2022,9,19,Monday,164.94,165.25,166.06,167.1,164.94,3.299
2022-09-20,2022,9,20,Tuesday,196.75,197.11,198.01,199.13,196.75,3.935
2022-09-21,2022,9,21,Wednesday,212.99,213.37,214.54,215.84,212.99,4.26
2022-09-22,2022,9,22,Thursday,153.51,153.79,154.57,155.53,153.51,3.07
2022-09-23,2022,9,23,Friday,154.77,155.06,155.75,156.67,154.77,3.095
2022-09-24,2022,9,24,Saturday,95.43,95.6,95.81,96.4,95.43,1.909
2022-09-25,2022,9,25,Sunday,177.55,177.87,178.61,179.64,177.55,3.551
2022-09-26,2022,9,26,Monday,116.52,116.74,117.0,117.66,116.52,2.33
2022-09-27,2022,9,27,Tuesday,22.39,22.44,22.48,22.79,22.39,0.448
2022-09-28,2022,9,28,Wednesday,100.1,100.29,100.52,101.11,100.1,2.002
2022-09-29,2022,9,29,Thursday,167.83,168.14,168.84,169.79,167.83,3.357
2022-09-30,2022,9,30,Friday,220.07,220.48,221.55,222.79,220.07,4.401
2022-10-01,2022,10,1,Saturday,163.3,163.61,164.25,165.17,163.3,3.266
2022-10-02,2022,10,2,Sunday,88.49,88.66,88.87,89.44,88.49,1.77
2022-10-03,2022,10,3,Monday,115.71,115.94,116.32,117.02,115.71,2.314
2022-10-04,2022,10,4,Tuesday,60.65,60.77,60.89,61.35,60.65,1.213
2022-10-05,2022,10,5,Wednesday,168.99,169.31,169.94,170.88,168.99,3.38
2022-10-06,2022,10,6,Thursday,137.25,137.53,138.03,138.8,137.25,2.745
2022-10-07,2022,10,7,Friday,140.91,141.19,141.68,142.46,140.91,2.818
2022-10-08,2022,10,8,Saturday,136.28,136.56,137.11,137.91,136.28,2.726
2022-10-09,2022,10,9,Sunday,76.42,76.59,76.77,77.29,76.42,1.528
2022-10-10,2022,10,10,Monday,56.99,57.12,57.33,57.77,56.99,1.14
2022-10-11,2022,10,11,Tuesday,30.56,30.65,30.79,31.13,30.56,0.611
2022-10-12,2022,10,12,Wednesday,80.38,80.55,80.79,81.33,80.38,1.608
2022-10-13,2022,10,13,Thursday,30.35,30.45,30.55,30.88,30.35,0.607
2022-10-14,2022,10,14,Friday,17.37,17.44,17.53,17.82,17.37,0.347
2022-10-15,2022,10,15,Saturday,135.11,135.38,135.84,136.61,135.11,2.702
2022-10-16,2022,10,16,Sunday,21.9,21.96,22.03,22.35,21.9,0.438
2022-10-17,2022,10,17,Monday,217.98,218.39,219.37,220.59,217.98,4.36
2022-10-18,2022,10,18,Tuesday,173.79,174.13,174.8,175.76,173.79,3.476
2022-10-19,2022,10,19,Wednesday,183.56,183.91,184.73,185.75,183.56,3.671
2022-10-20,2022,10,20,Thursday,122.6,122.85,123.25,123.96,122.6,2.452
2022-10-21,2022,10,21,Friday,105.51,105.74,106.06,106.68,105.51,2.11
2022-10-22,2022,10,22,Saturday,163.26,163.59,164.23,165.12,163.26,3.265
2022-10-23,2022,10,23,Sunday,107.98,108.21,108.51,109.13,107.98,2.16
2022-10-24,2022,10,24,Monday,179.29,179.64,180.34,181.33,179.29,3.586
2022-10-25,2022,10,25,Tuesday,160.26,160.57,161.23,162.14,160.26,3.205
2022-10-26,2022,10,26,Wednesday,99.23,99.44,99.79,100.4,99.23,1.985
2022-10-27,2022,10,27,Thursday,96.2,96.41,96.68,97.27,96.2,1.924
2022-10-28,2022,10,28,Friday,70.96,71.12,71.28,71.78,70.96,1.419
2022-10-29,2022,10,29,Saturday,70.51,70.68,70.88,71.37,70.51,1.41
2022-10-30,2022,10,30,Sunday,76.29,76.47,76.66,77.16,76.29,1.526
2022-10-31,2022,10,31,Monday,188.05,188.41,189.2,190.23,188.05,3.761
2022-11-01,2022,11,1,Tuesday,182.11,182.46,183.17,184.16,182.11,3.642
2022-11-02,2022,11,2,Wednesday,178.5,178.85,179.56,180.55,178.5,3.57
2022-11-03,2022,11,3,Thursday,183.76,184.11,184.83,185.84,183.76,3.675
2022-11-04,2022,11,4,Friday,120.31,120.56,120.93,121.61,120.31,2.406
2022-11-05,2022,11,5,Saturday,141.95,142.26,142.8,143.6,141.95,2.839
2022-11-06,2022,11,6,Sunday,152.9,153.21,153.8,154.67,152.9,3.058
2022-11-07,2022,11,7,Monday,186.18,186.55,187.38,188.44,186.18,3.724
2022-11-08,2022,11,8,Tuesday,173.25,173.59,174.27,175.23,173.25,3.465
2022-11-09,2022,11,9,Wednesday,177.48,177.83,178.56,179.54,177.48,3.55
2022-11-10,2022,11,10,Thursday,137.39,137.68,138.23,139.01,137.39,2.748
2022-11-11,2022,11,11,Friday,169.73,170.07,170.84,171.82,169.73,3.395
2022-11-12,2022,11,12,Saturday,82.34,82.53,82.75,83.27,82.34,1.647
2022-11-13,2022,11,13,Sunday,84.16,84.35,84.61,85.13,84.16,1.683
2022-11-14,2022,11,14,Monday,117.29,117.53,117.91,118.59,117.29,2.346
2022-11-15,2022,11,15,Tuesday,143.42,143.71,144.24,145.05,143.42,2.868
2022-11-16,2022,11,16,Wednesday,137.42,137.7,138.21,138.99,137.42,2.748
2022-11-17,2022,11,17,Thursday,93.6,93.77,94.03,94.6,93.6,1.872
2022-11-18,2022,11,18,Friday,128.61,128.88,129.3,130.03,128.61,2.572
2022-11-19,2022,11,19,Saturday,56.87,57.01,57.23,57.67,56.87,1.137
2022-11-20,2022,11,20,Sunday,11.24,11.28,11.36,11.63,11.24,0.225
2022-11-21,2022,11,21,Monday,78.89,79.07,79.28,79.78,78.89,1.578
2022-11-22,2022,11,22,Tuesday,105.16,105.39,105.84,106.5,105.16,2.103
2022-11-23,2022,11,23,Wednesday,91.44,91.65,91.94,92.5,91.44,1.829
2022-11-24,2022,11,24,Thursday,212.65,213.05,214.06,215.25,212.65,4.253
2022-11-25,2022,11,25,Friday,145.13,145.41,145.92,146.74,145.13,2.903
2022-11-26,2022,11,26,Saturday,69.51,69.65,69.82,70.29,69.51,1.39
2022-11-27,2022,11,27,Sunday,139.63,139.89,140.4,141.19,139.63,2.793
2022-11-28,2022,11,28,Monday,233.92,234.36,235.56,236.88,233.92,4.678
2022-11-29,2022,11,29,Tuesday,204.36,204.74,205.63,206.77,204.36,4.087
2022-11-30,2022,11,30,Wednesday,147.59,147.88,148.44,149.27,147.59,2.952
2022-12-01,2022,12,1,Thursday,142.71,142.98,143.48,144.28,142.71,2.854
2022-12-02,2022,12,2,Friday,105.33,105.54,105.85,106.46,105.33,2.107
2022-12-03,2022,12,3,Saturday,80.64,80.81,81.0,81.5,80.64,1.613
2022-12-04,2022,12,4,Sunday,38.99,39.07,39.16,39.52,38.99,0.78
2022-12-05,2022,12,5,Monday,119.33,119.56,119.93,120.62,119.33,2.387
2022-12-06,2022,12,6,Tuesday,53.07,53.17,53.29,53.69,53.07,1.061
2022-12-07,2022,12,7,Wednesday,112.52,112.73,113.12,113.79,112.52,2.25
2022-12-08,2022,12,8,Thursday,72.48,72.62,72.81,73.29,72.48,1.45
2022-12-09,2022,12,9,Friday,124.43,124.66,125.1,125.82,124.43,2.489
2022-12-10,2022,12,10,Saturday,120.33,120.55,120.95,121.64,120.33,2.407
2022-12-11,2022,12,11,Sunday,62.6,62.71,62.85,63.3,62.6,1.252
2022-12-12,2022,12,12,Monday,46.74,46.84,46.93,47.3,46.74,0.935
2022-12-13,2022,12,13,Tuesday,154.87,155.16,155.75,156.61,154.87,3.097
2022-12-14,2022,12,14,Wednesday,129.55,129.8,130.24,130.98,129.55,2.591
2022-12-15,2022,12,15,Thursday,160.29,160.59,161.27,162.19,160.29,3.206
2022-12-16,2022,12,16,Friday,134.44,134.7,135.17,135.92,134.44,2.689
2022-12-17,2022,12,17,Saturday,29.49,29.56,29.63,29.95,29.49,0.59
2022-12-18,2022,12,18,Sunday,51.95,52.06,52.15,52.55,51.95,1.039
2022-12-19,2022,12,19,Monday,135.28,135.53,136.0,136.76,135.28,2.706
2022-12-20,2022,12,20,Tuesday,159.03,159.32,159.99,160.89,159.03,3.181
2022-12-21,2022,12,21,Wednesday,104.58,104.78,105.12,105.73,104.58,2.092
2022-12-22,2022,12,22,Thursday,165.67,165.99,166.71,167.64,165.67,3.313
2022-12-23,2022,12,23,Friday,158.52,158.83,159.4,160.26,158.52,3.17
2022-12-24,2022,12,24,Saturday,139.55,139.83,140.28,141.03,139.55,2.791
2022-12-25,2022,12,25,Sunday,144.46,144.74,145.23,146.02,144.46,2.889
2022-12-26,2022,12,26,Monday,137.89,138.17,138.67,139.44,137.89,2.758
2022-12-27,2022,12,27,Tuesday,145.32,145.6,146.1,146.89,145.32,2.906
2022-12-28,2022,12,28,Wednesday,174.96,175.29,175.97,176.92,174.96,3.499
2022-12-29,2022,12,29,Thursday,102.76,102.96,103.22,103.83,102.76,2.055
2022-12-30,2022,12,30,Friday,123.56,123.8,124.17,124.86,123.56,2.471
2022-12-31,2022,12,31,Saturday,103.42,103.62,103.9,104.5,103.42,2.068
2023-01-01,2023,1,1,Sunday,50.03,50.13,50.19,50.58,50.03,1.001
2023-01-02,2023,1,2,Monday,105.91,106.12,106.39,106.99,105.91,2.118
2023-01-03,2023,1,3,Tuesday,78.84,78.99,79.18,79.68,78.84,1.577
2023-01-04,2023,1,4,Wednesday,96.02,96.21,96.48,97.06,96.02,1.92
2023-01-05,2023,1,5,Thursday,68.79,68.94,69.06,69.52,68.79,1.376
2023-01-06,2023,1,6,Friday,38.04,38.13,38.21,38.55,38.04,0.761
2023-01-07,2023,1,7,Saturday,76.18,76.34,76.51,77.0,76.18,1.524
2023-01-08,2023,1,8,Sunday,28.21,28.28,28.34,28.65,28.21,0.564
2023-01-09,2023,1,9,Monday,95.5,95.69,95.98,96.57,95.5,1.91
2023-01-10,2023,1,10,Tuesday,83.45,83.61,83.78,84.29,83.45,1.669
2023-01-11,2023,1,11,Wednesday,149.71,150.0,150.51,151.31,149.71,2.994
2023-01-12,2023,1,12,Thursday,171.63,171.96,172.61,173.53,171.63,3.433
2023-01-13,2023,1,13,Friday,172.46,172.78,173.61,174.61,172.46,3.449
2023-01-14,2023,1,14,Saturday,212.81,213.2,214.15,215.32,212.81,4.256
2023-01-15,2023,1,15,Sunday,170.06,170.39,171.06,172.0,170.06,3.401
2023-01-16,2023,1,16,Monday,168.32,168.63,169.33,170.3,168.32,3.366
2023-01-17,2023,1,17,Tuesday,95.06,95.25,95.51,96.06,95.06,1.901
2023-01-18,2023,1,18,Wednesday,71.38,71.52,71.67,72.14,71.38,1.428
2023-01-19,2023,1,19,Thursday,85.11,85.27,85.51,86.03,85.11,1.702
2023-01-20,2023,1,20,Friday,105.53,105.73,106.03,106.64,105.53,2.111
2023-01-21,2023,1,21,Saturday,78.72,78.88,79.05,79.53,78.72,1.574
2023-01-22,2023,1,22,Sunday,68.33,68.47,68.61,69.06,68.33,1.367
2023-01-23,2023,1,23,Monday,89.58,89.76,89.95,90.48,89.58,1.792
2023-01-24,2023,1,24,Tuesday,35.62,35.69,35.75,36.09,35.62,0.712
2023-01-25,2023,1,25,Wednesday,69.27,69.4,69.52,69.99,69.27,1.385
2023-01-26,2023,1,26,Thursday,155.47,155.75,156.32,157.16,155.47,3.109
2023-01-27,2023,1,27,Friday,153.77,154.07,154.65,155.49,153.77,3.075
2023-01-28,2023,1,28,Saturday,34.17,34.24,34.31,34.65,34.17,0.683
2023-01-29,2023,1,29,Sunday,39.07,39.15,39.21,39.58,39.07,0.781
2023-01-30,2023,1,30,Monday,155.47,155.75,156.32,157.16,155.47,3.109
2023-01-31,2023,1,31,Tuesday,97.71,97.9,98.14,98.71,97.71,1.954
2023-02-01,2023,2,1,Wednesday,161.11,161.4,162.01,162.92,161.11,3.222
2023-02-02,2023,2,2,Thursday,62.23,62.37,62.52,62.96,62.23,1.245
2023-02-03,2023,2,3,Friday,174.79,175.13,175.86,176.84,174.79,3.496
2023-02-04,2023,2,4,Saturday,171.76,172.08,172.78,173.73,171.76,3.435
2023-02-05,2023,2,5,Sunday,170.24,170.57,171.22,172.14,170.24,3.405
2023-02-06,2023,2,6,Monday,203.47,203.85,204.77,205.89,203.47,4.069
2023-02-07,2023,2,7,Tuesday,178.25,178.6,179.42,180.43,178.25,3.565
2023-02-08,2023,2,8,Wednesday,157.32,157.62,158.23,159.09,157.32,3.146
2023-02-09,2023,2,9,Thursday,203.31,203.71,204.72,205.89,203.31,4.066
2023-02-10,2023,2,10,Friday,196.91,197.28,198.16,199.25,196.91,3.938
2023-02-11,2023,2,11,Saturday,254.36,254.87,256.24,257.71,254.36,5.087
2023-02-12,2023,2,12,Sunday,234.88,235.35,236.56,237.88,234.88,4.698
2023-02-13,2023,2,13,Monday,249.52,250.01,251.32,252.74,249.52,4.99
2023-02-14,2023,2,14,Tuesday,215.7,216.13,217.22,218.45,215.7,4.314
2023-02-15,2023,2,15,Wednesday,92.79,92.98,93.21,93.77,92.79,1.856
2023-02-16,2023,2,16,Thursday,126.35,126.6,127.04,127.76,126.35,2.527
2023-02-17,2023,2,17,Friday,146.01,146.3,146.81,147.6,146.01,2.92
2023-02-18,2023,2,18,Saturday,124.54,124.78,125.16,125.87,124.54,2.491
2023-02-19,2023,2,19,Sunday,192.34,192.71,193.68,194.8,192.34,3.847
2023-02-20,2023,2,20,Monday,164.35,164.67,165.35,166.26,164.35,3.287
2023-02-21,2023,2,21,Tuesday,116.41,116.65,117.06,117.75,116.41,2.328
2023-02-22,2023,2,22,Wednesday,95.22,95.41,95.68,96.26,95.22,1.904
2023-02-23,2023,2,23,Thursday,126.78,127.03,127.44,128.16,126.78,2.536
2023-02-24,2023,2,24,Friday,256.56,257.03,258.47,259.92,256.56,5.131
2023-02-25,2023,2,25,Saturday,154.53,154.84,155.5,156.35,154.53,3.091
2023-02-26,2023,2,26,Sunday,94.35,94.54,94.81,95.39,94.35,1.887
2023-02-27,2023,2,27,Monday,125.21,125.46,125.92,126.64,125.21,2.504
2023-02-28,2023,2,28,Tuesday,86.49,86.67,86.9,87.43,86.49,1.73
2023-03-01,2023,3,1,Wednesday,129.92,130.18,130.69,131.44,129.92,2.598
2023-03-02,2023,3,2,Thursday,188.13,188.49,189.29,190.31,188.13,3.763
2023-03-03,2023,3,3,Friday,252.21,252.69,254.07,255.5,252.21,5.044
2023-03-04,2023,3,4,Saturday,119.08,119.31,119.71,120.41,119.08,2.382
2023-03-05,2023,3,5,Sunday,137.67,137.93,138.38,139.13,137.67,2.753
2023-03-06,2023,3,6,Monday,230.94,231.38,232.56,233.86,230.94,4.619
2023-03-07,2023,3,7,Tuesday,244.2,244.66,246.02,247.43,244.2,4.884
2023-03-08,2023,3,8,Wednesday,240.41,240.88,242.08,243.42,240.41,4.808
2023-03-09,2023,3,9,Thursday,205.96,206.36,207.4,208.59,205.96,4.119
2023-03-10,2023,3,10,Friday,210.62,211.02,211.98,213.15,210.62,4.212
2023-03-11,2023,3,11,Saturday,189.36,189.72,190.56,191.61,189.36,3.787
2023-03-12,2023,3,12,Sunday,189.55,189.92,190.71,191.75,189.55,3.791
2023-03-13,2023,3,13,Monday,188.7,189.08,189.89,190.92,188.7,3.774
2023-03-14,2023,3,14,Tuesday,175.72,176.07,176.9,177.89,175.72,3.514
2023-03-15,2023,3,15,Wednesday,201.0,201.39,202.31,203.43,201.0,4.02
2023-03-16,2023,3,16,Thursday,186.87,187.25,188.07,189.12,186.87,3.737
2023-03-17,2023,3,17,Friday,279.44,279.97,281.6,283.23,279.44,5.589
2023-03-18,2023,3,18,Saturday,231.41,231.86,233.08,234.41,231.41,4.628
2023-03-19,2023,3,19,Sunday,212.27,212.69,213.66,214.82,212.27,4.245
2023-03-20,2023,3,20,Monday,235.83,236.29,237.57,238.92,235.83,4.717
2023-03-21,2023,3,21,Tuesday,267.32,267.84,269.39,270.92,267.32,5.346
2023-03-22,2023,3,22,Wednesday,258.24,258.75,260.27,261.74,258.24,5.165
2023-03-23,2023,3,23,Thursday,248.11,248.59,250.01,251.44,248.11,4.962
2023-03-24,2023,3,24,Friday,239.39,239.86,241.26,242.66,239.39,4.788
2023-03-25,2023,3,25,Saturday,258.82,259.34,260.79,262.27,258.82,5.176
2023-03-26,2023,3,26,Sunday,226.91,227.37,228.52,229.79,226.91,4.538
2023-03-27,2023,3,27,Monday,249.21,249.7,251.04,252.46,249.21,4.984
2023-03-28,2023,3,28,Tuesday,202.33,202.74,203.7,204.85,202.33,4.047
2023-03-29,2023,3,29,Wednesday,192.52,192.9,193.73,194.8,192.52,3.85
2023-03-30,2023,3,30,Thursday,197.48,197.88,198.77,199.87,197.48,3.95
2023-03-31,2023,3,31,Friday,186.27,186.65,187.35,188.36,186.27,3.725
2023-04-01,2023,4,1,Saturday,218.84,219.29,220.39,221.64,218.84,4.377
2023-04-02,2023,4,2,Sunday,234.54,235.01,236.2,237.53,234.54,4.691
2023-04-03,2023,4,3,Monday,241.75,242.24,243.47,244.82,241.75,4.835
2023-04-04,2023,4,4,Tuesday,256.24,256.76,258.2,259.67,256.24,5.125
2023-04-05,2023,4,5,Wednesday,251.66,252.17,253.58,255.01,251.66,5.033
2023-04-06,2023,4,6,Thursday,254.27,254.78,256.16,257.6,254.27,5.085
2023-04-07,2023,4,7,Friday,228.32,228.77,229.9,231.19,228.32,4.566
2023-04-08,2023,4,8,Saturday,214.68,215.12,216.12,217.3,214.68,4.294
2023-04-09,2023,4,9,Sunday,179.26,179.6,180.42,181.43,179.26,3.585
2023-04-10,2023,4,10,Monday,156.8,157.1,157.64,158.49,156.8,3.136
2023-04-11,2023,4,11,Tuesday,218.66,219.07,220.1,221.32,218.66,4.373
2023-04-12,2023,4,12,Wednesday,185.07,185.42,186.25,187.28,185.07,3.701
2023-04-13,2023,4,13,Thursday,216.75,217.17,218.21,219.41,216.75,4.335
2023-04-14,2023,4,14,Friday,172.39,172.73,173.43,174.38,172.39,3.448
2023-04-15,2023,4,15,Saturday,143.81,144.09,144.64,145.45,143.81,2.876
2023-04-16,2023,4,16,Sunday,162.78,163.1,163.72,164.62,162.78,3.256
2023-04-17,2023,4,17,Monday,183.57,183.92,184.7,185.72,183.57,3.671
2023-04-18,2023,4,18,Tuesday,212.33,212.74,213.73,214.91,212.33,4.247
2023-04-19,2023,4,19,Wednesday,217.17,217.58,218.61,219.83,217.17,4.343
2023-04-20,2023,4,20,Thursday,225.5,225.95,227.07,228.33,225.5,4.51
2023-04-21,2023,4,21,Friday,229.84,230.29,231.46,232.76,229.84,4.597
2023-04-22,2023,4,22,Saturday,229.2,229.64,230.84,232.14,229.2,4.584
2023-04-23,2023,4,23,Sunday,237.45,237.91,239.17,240.54,237.45,4.749
2023-04-24,2023,4,24,Monday,260.4,260.92,262.34,263.81,260.4,5.208
2023-04-25,2023,4,25,Tuesday,221.37,221.79,222.81,224.03,221.37,4.427
2023-04-26,2023,4,26,Wednesday,222.19,222.62,223.63,224.87,222.19,4.444
2023-04-27,2023,4,27,Thursday,177.91,178.26,178.95,179.92,177.91,3.558
2023-04-28,2023,4,28,Friday,232.67,233.12,234.24,235.56,232.67,4.653
2023-04-29,2023,4,29,Saturday,233.94,234.4,235.54,236.85,233.94,4.679
2023-04-30,2023,4,30,Sunday,227.61,228.0,229.1,230.39,227.61,4.552
2023-05-01,2023,5,1,Monday,192.46,192.8,193.58,194.64,192.46,3.849
2023-05-02,2023,5,2,Tuesday,205.63,206.02,206.92,208.07,205.63,4.113
2023-05-03,2023,5,3,Wednesday,247.15,247.62,248.93,250.36,247.15,4.943
2023-05-04,2023,5,4,Thursday,284.52,285.05,286.67,288.36,284.52,5.69
2023-05-05,2023,5,5,Friday,256.02,256.51,257.93,259.41,256.02,5.12
2023-05-06,2023,5,6,Saturday,244.26,244.71,246.01,247.42,244.26,4.885
2023-05-07,2023,5,7,Sunday,212.24,212.65,213.79,215.05,212.24,4.245
2023-05-08,2023,5,8,Monday,221.24,221.67,222.65,223.88,221.24,4.425
2023-05-09,2023,5,9,Tuesday,106.61,106.83,107.15,107.81,106.61,2.132
2023-05-10,2023,5,10,Wednesday,174.67,175.01,175.81,176.84,174.67,3.493
2023-05-11,2023,5,11,Thursday,166.52,166.85,167.72,168.74,166.52,3.33
2023-05-12,2023,5,12,Friday,220.51,220.93,222.03,223.29,220.51,4.41
2023-05-13,2023,5,13,Saturday,246.81,247.28,248.64,250.1,246.81,4.936
2023-05-14,2023,5,14,Sunday,160.08,160.39,161.17,162.14,160.08,3.202
2023-05-15,2023,5,15,Monday,241.44,241.91,243.2,244.59,241.44,4.829
2023-05-16,2023,5,16,Tuesday,274.7,275.22,276.77,278.36,274.7,5.494
2023-05-17,2023,5,17,Wednesday,258.67,259.17,260.56,262.04,258.67,5.173
2023-05-18,2023,5,18,Thursday,249.94,250.43,251.85,253.32,249.94,4.999
2023-05-19,2023,5,19,Friday,246.19,246.66,248.02,249.45,246.19,4.924
2023-05-20,2023,5,20,Saturday,246.2,246.68,248.0,249.43,246.2,4.924
2023-05-21,2023,5,21,Sunday,259.05,259.56,260.94,262.43,259.05,5.181
2023-05-22,2023,5,22,Monday,246.66,247.15,248.53,249.99,246.66,4.933
2023-05-23,2023,5,23,Tuesday,243.59,244.06,245.45,246.92,243.59,4.872
2023-05-24,2023,5,24,Wednesday,252.14,252.63,254.05,255.53,252.14,5.043
2023-05-25,2023,5,25,Thursday,261.24,261.77,263.2,264.74,261.24,5.225
2023-05-26,2023,5,26,Friday,238.09,238.57,239.88,241.29,238.09,4.762
2023-05-27,2023,5,27,Saturday,225.56,226.03,227.22,228.53,225.56,4.511
2023-05-28,2023,5,28,Sunday,191.36,191.75,192.57,193.64,191.36,3.827
2023-05-29,2023,5,29,Monday,231.25,231.71,232.9,234.24,231.25,4.625
2023-05-30,2023,5,30,Tuesday,199.29,199.7,200.76,201.96,199.29,3.986
2023-05-31,2023,5,31,Wednesday,257.02,257.55,258.91,260.35,257.02,5.14
2023-06-01,2023,6,1,Thursday,261.38,261.91,263.42,264.96,261.38,5.228
2023-06-02,2023,6,2,Friday,250.05,250.57,251.95,253.41,250.05,5.001
2023-06-03,2023,6,3,Saturday,200.48,200.9,202.06,203.3,200.48,4.01
2023-06-04,2023,6,4,Sunday,168.1,168.46,169.2,170.18,168.1,3.362
2023-06-05,2023,6,5,Monday,181.56,181.94,182.66,183.67,181.56,3.631
2023-06-06,2023,6,6,Tuesday,190.15,190.55,191.3,192.35,190.15,3.803
2023-06-07,2023,6,7,Wednesday,263.34,263.88,265.26,266.78,263.34,5.267
2023-06-08,2023,6,8,Thursday,253.32,253.84,255.21,256.67,253.32,5.066
2023-06-09,2023,6,9,Friday,211.33,211.77,212.77,213.98,211.33,4.227
2023-06-10,2023,6,10,Saturday,260.5,261.03,262.36,263.86,260.5,5.21
2023-06-11,2023,6,11,Sunday,186.99,187.38,188.08,189.1,186.99,3.74
2023-06-12,2023,6,12,Monday,188.79,189.18,189.92,190.95,188.79,3.776
2023-06-13,2023,6,13,Tuesday,255.09,255.62,256.95,258.41,255.09,5.102
2023-06-14,2023,6,14,Wednesday,193.59,194.01,194.85,195.97,193.59,3.872
2023-06-15,2023,6,15,Thursday,226.67,227.14,228.25,229.57,226.67,4.533
2023-06-16,2023,6,16,Friday,225.22,225.69,226.86,228.16,225.22,4.504
2023-06-17,2023,6,17,Saturday,257.1,257.62,259.02,260.52,257.1,5.142
2023-06-18,2023,6,18,Sunday,246.07,246.58,247.76,249.17,246.07,4.921
2023-06-19,2023,6,19,Monday,273.13,273.69,275.15,276.75,273.13,5.463
2023-06-20,2023,6,20,Tuesday,212.17,212.62,213.73,214.98,212.17,4.243
2023-06-21,2023,6,21,Wednesday,229.77,230.25,231.5,232.85,229.77,4.595
2023-06-22,2023,6,22,Thursday,243.05,243.55,244.93,246.4,243.05,4.861
2023-06-23,2023,6,23,Friday,233.87,234.35,235.58,236.97,233.87,4.677
2023-06-24,2023,6,24,Saturday,266.56,267.11,268.53,270.06,266.56,5.331
2023-06-25,2023,6,25,Sunday,196.75,197.15,197.91,199.0,196.75,3.935
2023-06-26,2023,6,26,Monday,244.61,245.12,246.38,247.81,244.61,4.892
2023-06-27,2023,6,27,Tuesday,267.6,268.15,269.56,271.11,267.6,5.352
2023-06-28,2023,6,28,Wednesday,254.7,255.22,256.58,258.07,254.7,5.094
2023-06-29,2023,6,29,Thursday,238.22,238.72,240.0,241.44,238.22,4.764
2023-06-30,2023,6,30,Friday,218.97,219.43,220.42,221.67,218.97,4.379
2023-07-01,2023,7,1,Saturday,270.13,270.68,272.14,273.72,270.13,5.403
2023-07-02,2023,7,2,Sunday,221.16,221.62,222.65,223.92,221.16,4.423
2023-07-03,2023,7,3,Monday,241.59,242.08,243.26,244.65,241.59,4.832
2023-07-04,2023,7,4,Tuesday,241.66,242.16,243.44,244.88,241.66,4.833
2023-07-05,2023,7,5,Wednesday,232.37,232.85,234.02,235.39,232.37,4.647
2023-07-06,2023,7,6,Thursday,269.64,270.18,271.61,273.19,269.64,5.393
2023-07-07,2023,7,7,Friday,235.55,236.03,237.14,238.49,235.55,4.711
2023-07-08,2023,7,8,Saturday,247.41,247.93,249.19,250.64,247.41,4.948
2023-07-09,2023,7,9,Sunday,195.01,195.43,196.34,197.48,195.01,3.9
2023-07-10,2023,7,10,Monday,255.75,256.28,257.65,259.17,255.75,5.115
2023-07-11,2023,7,11,Tuesday,214.42,214.86,215.94,217.19,214.42,4.288
2023-07-12,2023,7,12,Wednesday,227.07,227.54,228.69,230.02,227.07,4.541
2023-07-13,2023,7,13,Thursday,199.74,200.16,201.11,202.25,199.74,3.995
2023-07-14,2023,7,14,Friday,200.96,201.37,202.35,203.54,200.96,4.019
2023-07-15,2023,7,15,Saturday,267.55,268.09,269.54,271.09,267.55,5.351
2023-07-16,2023,7,16,Sunday,168.93,169.28,169.87,170.78,168.93,3.379
2023-07-17,2023,7,17,Monday,175.22,175.57,176.24,177.22,175.22,3.504
2023-07-18,2023,7,18,Tuesday,202.33,202.76,203.74,204.91,202.33,4.047
2023-07-19,2023,7,19,Wednesday,172.98,173.33,174.03,175.04,172.98,3.46
2023-07-20,2023,7,20,Thursday,166.21,166.55,167.23,168.2,166.21,3.324
2023-07-21,2023,7,21,Friday,268.07,268.6,270.04,271.61,268.07,5.361
2023-07-22,2023,7,22,Saturday,153.64,153.96,154.49,155.35,153.64,3.073
2023-07-23,2023,7,23,Sunday,153.63,153.94,154.5,155.37,153.63,3.073
2023-07-24,2023,7,24,Monday,185.23,185.59,186.53,187.62,185.23,3.705
2023-07-25,2023,7,25,Tuesday,229.17,229.63,230.87,232.22,229.17,4.583
2023-07-26,2023,7,26,Wednesday,217.9,218.33,219.45,220.69,217.9,4.358
2023-07-27,2023,7,27,Thursday,262.11,262.63,264.02,265.51,262.11,5.242
2023-07-28,2023,7,28,Friday,215.62,216.06,217.08,218.31,215.62,4.312
2023-07-29,2023,7,29,Saturday,257.94,258.44,259.87,261.36,257.94,5.159
2023-07-30,2023,7,30,Sunday,240.55,241.03,242.22,243.56,240.55,4.811
